??(h:m:s:ms),??(V),??(A),D+(V),D-(V),????
00:01:56:400,4.749,0.496,1.9,1.9,null
00:01:56:410,4.749,0.496,1.9,1.9,null
00:01:56:420,4.749,0.496,1.9,1.9,null
00:01:56:430,4.749,0.496,1.9,1.9,null
00:01:56:440,4.749,0.496,1.9,1.9,null
00:01:56:450,4.749,0.496,1.9,1.9,null
00:01:56:460,4.749,0.496,1.9,1.9,null
00:01:56:470,4.749,0.496,1.9,1.9,null
00:01:56:480,4.749,0.496,1.9,1.9,null
00:01:56:490,4.749,0.496,1.9,1.9,null
00:01:56:500,4.749,0.496,1.9,1.9,null
00:01:56:510,4.749,0.496,1.9,1.9,null
00:01:56:520,4.749,0.496,1.9,1.9,null
00:01:56:530,4.749,0.496,1.9,1.9,null
00:01:56:540,4.749,0.496,1.9,1.9,null
00:01:56:550,4.749,0.496,1.9,1.9,null
00:01:56:560,4.749,0.496,1.9,1.9,null
00:01:56:570,4.749,0.496,1.9,1.9,null
00:01:56:580,4.749,0.496,1.9,1.9,null
00:01:56:590,4.749,0.496,1.9,1.9,null
00:01:56:600,4.749,0.496,1.9,1.9,null
00:01:56:610,4.749,0.496,1.9,1.9,null
00:01:56:620,4.749,0.496,1.9,1.9,null
00:01:56:630,4.749,0.496,1.9,1.9,null
00:01:56:640,4.749,0.496,1.9,1.9,null
00:01:56:650,4.749,0.496,1.9,1.9,null
00:01:56:660,4.749,0.496,1.9,1.9,null
00:01:56:670,4.749,0.496,1.9,1.9,null
00:01:56:680,4.749,0.496,1.9,1.9,null
00:01:56:690,4.749,0.496,1.9,1.9,null
00:01:56:700,4.749,0.496,1.9,1.9,null
00:01:56:710,4.749,0.496,1.9,1.9,null
00:01:56:720,4.749,0.496,1.9,1.9,null
00:01:56:730,4.749,0.496,1.9,1.9,null
00:01:56:740,4.749,0.496,1.9,1.9,null
00:01:56:750,4.749,0.496,1.9,1.9,null
00:01:56:760,4.749,0.496,1.9,1.9,null
00:01:56:770,4.749,0.496,1.9,1.9,null
00:01:56:780,4.749,0.496,1.9,1.9,null
00:01:56:790,4.749,0.496,1.9,1.9,null
00:01:56:800,4.749,0.496,1.9,1.9,null
00:01:56:810,4.749,0.496,1.9,1.9,null
00:01:56:820,4.749,0.496,1.9,1.9,null
00:01:56:830,4.749,0.496,1.9,1.9,null
00:01:56:840,4.749,0.496,1.9,1.9,null
00:01:56:850,4.749,0.496,1.9,1.9,null
00:01:56:860,4.749,0.496,1.9,1.9,null
00:01:56:870,4.749,0.496,1.9,1.9,null
00:01:56:880,4.749,0.496,1.9,1.9,null
00:01:56:890,4.749,0.496,1.9,1.9,null
00:01:56:900,4.749,0.496,1.9,1.9,null
00:01:56:910,4.749,0.496,1.9,1.9,null
00:01:56:920,4.749,0.496,1.9,1.9,null
00:01:56:930,4.749,0.496,1.9,1.9,null
00:01:56:940,4.749,0.496,1.9,1.9,null
00:01:56:950,4.749,0.496,1.9,1.9,null
00:01:56:960,4.749,0.496,1.9,1.9,null
00:01:56:970,4.749,0.496,1.9,1.9,null
00:01:56:980,4.749,0.496,1.9,1.9,null
00:01:56:990,4.749,0.496,1.9,1.9,null
00:01:57:000,4.749,0.496,1.9,1.9,null
00:01:57:010,4.749,0.496,1.9,1.9,null
00:01:57:020,4.749,0.496,1.9,1.9,null
00:01:57:030,4.749,0.496,1.9,1.9,null
00:01:57:040,4.749,0.496,1.9,1.9,null
00:01:57:050,4.749,0.496,1.9,1.9,null
00:01:57:060,4.749,0.496,1.9,1.9,null
00:01:57:070,4.749,0.496,1.9,1.9,null
00:01:57:080,4.749,0.496,1.9,1.9,null
00:01:57:090,4.749,0.496,1.9,1.9,null
00:01:57:100,4.749,0.496,1.9,1.9,null
00:01:57:110,4.749,0.496,1.9,1.9,null
00:01:57:120,4.749,0.496,1.9,1.9,null
00:01:57:130,4.749,0.496,1.9,1.9,null
00:01:57:140,4.749,0.496,1.9,1.9,null
00:01:57:150,4.749,0.496,1.9,1.9,null
00:01:57:160,4.749,0.496,1.9,1.9,null
00:01:57:170,4.749,0.496,1.9,1.9,null
00:01:57:180,4.749,0.496,1.9,1.9,null
00:01:57:190,4.749,0.496,1.9,1.9,null
00:01:57:200,4.749,0.496,1.9,1.9,null
00:01:57:210,4.749,0.496,1.9,1.9,null
00:01:57:220,4.749,0.496,1.9,1.9,null
00:01:57:230,4.749,0.496,1.9,1.9,null
00:01:57:240,4.749,0.496,1.9,1.9,null
00:01:57:250,4.749,0.496,1.9,1.9,null
00:01:57:260,4.749,0.496,1.9,1.9,null
00:01:57:270,4.749,0.496,1.9,1.9,null
00:01:57:280,4.749,0.496,1.9,1.9,null
00:01:57:290,4.749,0.496,1.9,1.9,null
00:01:57:300,4.749,0.496,1.9,1.9,null
00:01:57:310,4.749,0.496,1.9,1.9,null
00:01:57:320,4.749,0.496,1.9,1.9,null
00:01:57:330,4.749,0.496,1.9,1.9,null
00:01:57:340,4.749,0.496,1.9,1.9,null
00:01:57:350,4.749,0.496,1.9,1.9,null
00:01:57:360,4.749,0.496,1.9,1.9,null
00:01:57:370,4.749,0.496,1.9,1.9,null
00:01:57:380,4.749,0.496,1.9,1.9,null
00:01:57:390,4.749,0.496,1.9,1.9,null
00:01:57:400,4.749,0.496,1.9,1.9,null
00:01:57:410,4.749,0.496,1.9,1.9,null
00:01:57:420,4.749,0.496,1.9,1.9,null
00:01:57:430,4.749,0.496,1.9,1.9,null
00:01:57:440,4.749,0.496,1.9,1.9,null
00:01:57:450,4.749,0.496,1.9,1.9,null
00:01:57:460,4.749,0.496,1.9,1.9,null
00:01:57:470,4.749,0.496,1.9,1.9,null
00:01:57:480,4.749,0.496,1.9,1.9,null
00:01:57:490,4.749,0.496,1.9,1.9,null
00:01:57:500,4.749,0.496,1.9,1.9,null
00:01:57:510,4.749,0.496,1.9,1.9,null
00:01:57:520,4.749,0.496,1.9,1.9,null
00:01:57:530,4.749,0.496,1.9,1.9,null
00:01:57:540,4.749,0.496,1.9,1.9,null
00:01:57:550,4.749,0.496,1.9,1.9,null
00:01:57:560,4.749,0.496,1.9,1.9,null
00:01:57:570,4.749,0.496,1.9,1.9,null
00:01:57:580,4.749,0.496,1.9,1.9,null
00:01:57:590,4.749,0.496,1.9,1.9,null
00:01:57:600,4.749,0.496,1.9,1.9,null
00:01:57:610,4.749,0.496,1.9,1.9,null
00:01:57:620,4.749,0.496,1.9,1.9,null
00:01:57:630,4.749,0.496,1.9,1.9,null
00:01:57:640,4.749,0.496,1.9,1.9,null
00:01:57:650,4.749,0.496,1.9,1.9,null
00:01:57:660,4.749,0.496,1.9,1.9,null
00:01:57:670,4.749,0.496,1.9,1.9,null
00:01:57:680,4.749,0.496,1.9,1.9,null
00:01:57:690,4.749,0.496,1.9,1.9,null
00:01:57:700,4.749,0.496,1.9,1.9,null
00:01:57:710,4.749,0.496,1.9,1.9,null
00:01:57:720,4.749,0.496,1.9,1.9,null
00:01:57:730,4.749,0.496,1.9,1.9,null
00:01:57:740,4.749,0.496,1.9,1.9,null
00:01:57:750,4.749,0.496,1.9,1.9,null
00:01:57:760,4.749,0.496,1.9,1.9,null
00:01:57:770,4.749,0.496,1.9,1.9,null
00:01:57:780,4.749,0.496,1.9,1.9,null
00:01:57:790,4.749,0.496,1.9,1.9,null
00:01:57:800,4.749,0.496,1.9,1.9,null
00:01:57:810,4.749,0.496,1.9,1.9,null
00:01:57:820,4.749,0.496,1.9,1.9,null
00:01:57:830,4.749,0.496,1.9,1.9,null
00:01:57:840,4.749,0.496,1.9,1.9,null
00:01:57:850,4.749,0.496,1.9,1.9,null
00:01:57:860,4.749,0.496,1.9,1.9,null
00:01:57:870,4.749,0.496,1.9,1.9,null
00:01:57:880,4.749,0.496,1.9,1.9,null
00:01:57:890,4.749,0.496,1.9,1.9,null
00:01:57:900,4.749,0.496,1.9,1.9,null
00:01:57:910,4.749,0.496,1.9,1.9,null
00:01:57:920,4.749,0.496,1.9,1.9,null
00:01:57:930,4.749,0.496,1.9,1.9,null
00:01:57:940,4.749,0.496,1.9,1.9,null
00:01:57:950,4.749,0.496,1.9,1.9,null
00:01:57:960,4.749,0.496,1.9,1.9,null
00:01:57:970,4.749,0.496,1.9,1.9,null
00:01:57:980,4.749,0.496,1.9,1.9,null
00:01:57:990,4.749,0.496,1.9,1.9,null
00:01:58:000,4.749,0.496,1.9,1.9,null
00:01:58:010,4.749,0.496,1.9,1.9,null
00:01:58:020,4.749,0.496,1.9,1.9,null
00:01:58:030,4.749,0.496,1.9,1.9,null
00:01:58:040,4.749,0.496,1.9,1.9,null
00:01:58:050,4.749,0.496,1.9,1.9,null
00:01:58:060,4.749,0.496,1.9,1.9,null
00:01:58:070,4.749,0.496,1.9,1.9,null
00:01:58:080,4.749,0.496,1.9,1.9,null
00:01:58:090,4.749,0.496,1.9,1.9,null
00:01:58:100,4.749,0.496,1.9,1.9,null
00:01:58:110,4.749,0.496,1.9,1.9,null
00:01:58:120,4.749,0.496,1.9,1.9,null
00:01:58:130,4.749,0.496,1.9,1.9,null
00:01:58:140,4.749,0.496,1.9,1.9,null
00:01:58:150,4.749,0.496,1.9,1.9,null
00:01:58:160,4.749,0.496,1.9,1.9,null
00:01:58:170,4.749,0.496,1.9,1.9,null
00:01:58:180,4.749,0.496,1.9,1.9,null
00:01:58:190,4.749,0.496,1.9,1.9,null
00:01:58:200,4.749,0.496,1.9,1.9,null
00:01:58:210,4.749,0.496,1.9,1.9,null
00:01:58:220,4.749,0.496,1.9,1.9,null
00:01:58:230,4.749,0.496,1.9,1.9,null
00:01:58:240,4.749,0.496,1.9,1.9,null
00:01:58:250,4.749,0.496,1.9,1.9,null
00:01:58:260,4.749,0.496,1.9,1.9,null
00:01:58:270,4.749,0.496,1.9,1.9,null
00:01:58:280,4.749,0.496,1.9,1.9,null
00:01:58:290,4.749,0.496,1.9,1.9,null
00:01:58:300,4.749,0.496,1.9,1.9,null
00:01:58:310,4.749,0.496,1.9,1.9,null
00:01:58:320,4.749,0.496,1.9,1.9,null
00:01:58:330,4.749,0.496,1.9,1.9,null
00:01:58:340,4.749,0.496,1.9,1.9,null
00:01:58:350,4.749,0.496,1.9,1.9,null
00:01:58:360,4.749,0.496,1.9,1.9,null
00:01:58:370,4.749,0.496,1.9,1.9,null
00:01:58:380,4.749,0.496,1.9,1.9,null
00:01:58:390,4.749,0.496,1.9,1.9,null
00:01:58:400,4.749,0.496,1.9,1.9,null
00:01:58:410,4.749,0.496,1.9,1.9,null
00:01:58:420,4.749,0.496,1.9,1.9,null
00:01:58:430,4.749,0.496,1.9,1.9,null
00:01:58:440,4.749,0.496,1.9,1.9,null
00:01:58:450,4.749,0.496,1.9,1.9,null
00:01:58:460,4.749,0.496,1.9,1.9,null
00:01:58:470,4.749,0.496,1.9,1.9,null
00:01:58:480,4.749,0.496,1.9,1.9,null
00:01:58:490,4.749,0.496,1.9,1.9,null
00:01:58:500,4.749,0.496,1.9,1.9,null
00:01:58:510,4.749,0.496,1.9,1.9,null
00:01:58:520,4.749,0.496,1.9,1.9,null
00:01:58:530,4.749,0.496,1.9,1.9,null
00:01:58:540,4.749,0.496,1.9,1.9,null
00:01:58:550,4.749,0.496,1.9,1.9,null
00:01:58:560,4.749,0.496,1.9,1.9,null
00:01:58:570,4.749,0.496,1.9,1.9,null
00:01:58:580,4.749,0.496,1.9,1.9,null
00:01:58:590,4.749,0.496,1.9,1.9,null
00:01:58:600,4.749,0.496,1.9,1.9,null
00:01:58:610,4.749,0.496,1.9,1.9,null
00:01:58:620,4.749,0.496,1.9,1.9,null
00:01:58:630,4.749,0.496,1.9,1.9,null
00:01:58:640,4.749,0.496,1.9,1.9,null
00:01:58:650,4.749,0.496,1.9,1.9,null
00:01:58:660,4.749,0.496,1.9,1.9,null
00:01:58:670,4.749,0.496,1.9,1.9,null
00:01:58:680,4.749,0.496,1.9,1.9,null
00:01:58:690,4.749,0.496,1.9,1.9,null
00:01:58:700,4.749,0.496,1.9,1.9,null
00:01:58:710,4.749,0.496,1.9,1.9,null
00:01:58:720,4.749,0.496,1.9,1.9,null
00:01:58:730,4.749,0.496,1.9,1.9,null
00:01:58:740,4.749,0.496,1.9,1.9,null
00:01:58:750,4.749,0.496,1.9,1.9,null
00:01:58:760,4.749,0.496,1.9,1.9,null
00:01:58:770,4.749,0.496,1.9,1.9,null
00:01:58:780,4.749,0.496,1.9,1.9,null
00:01:58:790,4.749,0.496,1.9,1.9,null
00:01:58:800,4.749,0.496,1.9,1.9,null
00:01:58:810,4.749,0.496,1.9,1.9,null
00:01:58:820,4.749,0.496,1.9,1.9,null
00:01:58:830,4.749,0.496,1.9,1.9,null
00:01:58:840,4.749,0.496,1.9,1.9,null
00:01:58:850,4.749,0.496,1.9,1.9,null
00:01:58:860,4.749,0.496,1.9,1.9,null
00:01:58:870,4.749,0.496,1.9,1.9,null
00:01:58:880,4.749,0.496,1.9,1.9,null
00:01:58:890,4.749,0.496,1.9,1.9,null
00:01:58:900,4.749,0.496,1.9,1.9,null
00:01:58:910,4.749,0.496,1.9,1.9,null
00:01:58:920,4.749,0.496,1.9,1.9,null
00:01:58:930,4.749,0.496,1.9,1.9,null
00:01:58:940,4.749,0.496,1.9,1.9,null
00:01:58:950,4.749,0.496,1.9,1.9,null
00:01:58:960,4.749,0.496,1.9,1.9,null
00:01:58:970,4.749,0.496,1.9,1.9,null
00:01:58:980,4.749,0.496,1.9,1.9,null
00:01:58:990,4.749,0.496,1.9,1.9,null
00:01:59:000,4.749,0.496,1.9,1.9,null
00:01:59:010,4.749,0.496,1.9,1.9,null
00:01:59:020,4.749,0.496,1.9,1.9,null
00:01:59:030,4.749,0.496,1.9,1.9,null
00:01:59:040,4.749,0.496,1.9,1.9,null
00:01:59:050,4.749,0.496,1.9,1.9,null
00:01:59:060,4.749,0.496,1.9,1.9,null
00:01:59:070,4.749,0.496,1.9,1.9,null
00:01:59:080,4.749,0.496,1.9,1.9,null
00:01:59:090,4.749,0.496,1.9,1.9,null
00:01:59:100,4.749,0.496,1.9,1.9,null
00:01:59:110,4.749,0.496,1.9,1.9,null
00:01:59:120,4.749,0.496,1.9,1.9,null
00:01:59:130,4.749,0.496,1.9,1.9,null
00:01:59:140,4.749,0.496,1.9,1.9,null
00:01:59:150,4.749,0.496,1.9,1.9,null
00:01:59:160,4.749,0.496,1.9,1.9,null
00:01:59:170,4.749,0.496,1.9,1.9,null
00:01:59:180,4.749,0.496,1.9,1.9,null
00:01:59:190,4.749,0.496,1.9,1.9,null
00:01:59:200,4.749,0.496,1.9,1.9,null
00:01:59:210,4.749,0.496,1.9,1.9,null
00:01:59:220,4.749,0.496,1.9,1.9,null
00:01:59:230,4.749,0.496,1.9,1.9,null
00:01:59:240,4.749,0.496,1.9,1.9,null
00:01:59:250,4.749,0.496,1.9,1.9,null
00:01:59:260,4.749,0.496,1.9,1.9,null
00:01:59:270,4.749,0.496,1.9,1.9,null
00:01:59:280,4.749,0.496,1.9,1.9,null
00:01:59:290,4.749,0.496,1.9,1.9,null
00:01:59:300,4.749,0.496,1.9,1.9,null
00:01:59:310,4.749,0.496,1.9,1.9,null
00:01:59:320,4.749,0.496,1.9,1.9,null
00:01:59:330,4.749,0.496,1.9,1.9,null
00:01:59:340,4.749,0.496,1.9,1.9,null
00:01:59:350,4.749,0.496,1.9,1.9,null
00:01:59:360,4.749,0.496,1.9,1.9,null
00:01:59:370,4.749,0.496,1.9,1.9,null
00:01:59:380,4.749,0.496,1.9,1.9,null
00:01:59:390,4.749,0.496,1.9,1.9,null
00:01:59:400,4.749,0.496,1.9,1.9,null
00:01:59:410,4.749,0.496,1.9,1.9,null
00:01:59:420,4.749,0.496,1.9,1.9,null
00:01:59:430,4.749,0.496,1.9,1.9,null
00:01:59:440,4.749,0.496,1.9,1.9,null
00:01:59:450,4.749,0.496,1.9,1.9,null
00:01:59:460,4.749,0.496,1.9,1.9,null
00:01:59:470,4.749,0.496,1.9,1.9,null
00:01:59:480,4.749,0.496,1.9,1.9,null
00:01:59:490,4.749,0.496,1.9,1.9,null
00:01:59:500,4.749,0.496,1.9,1.9,null
00:01:59:510,4.749,0.496,1.9,1.9,null
00:01:59:520,4.749,0.496,1.9,1.9,null
00:01:59:530,4.749,0.496,1.9,1.9,null
00:01:59:540,4.749,0.496,1.9,1.9,null
00:01:59:550,4.749,0.496,1.9,1.9,null
00:01:59:560,4.749,0.496,1.9,1.9,null
00:01:59:570,4.749,0.496,1.9,1.9,null
00:01:59:580,4.749,0.496,1.9,1.9,null
00:01:59:590,4.749,0.496,1.9,1.9,null
00:01:59:600,4.749,0.496,1.9,1.9,null
00:01:59:610,4.749,0.496,1.9,1.9,null
00:01:59:620,4.749,0.496,1.9,1.9,null
00:01:59:630,4.749,0.496,1.9,1.9,null
00:01:59:640,4.749,0.496,1.9,1.9,null
00:01:59:650,4.749,0.496,1.9,1.9,null
00:01:59:660,4.749,0.496,1.9,1.9,null
00:01:59:670,4.749,0.496,1.9,1.9,null
00:01:59:680,4.749,0.496,1.9,1.9,null
00:01:59:690,4.749,0.496,1.9,1.9,null
00:01:59:700,4.749,0.496,1.9,1.9,null
00:01:59:710,4.749,0.496,1.9,1.9,null
00:01:59:720,4.749,0.496,1.9,1.9,null
00:01:59:730,4.749,0.496,1.9,1.9,null
00:01:59:740,4.749,0.496,1.9,1.9,null
00:01:59:750,4.749,0.496,1.9,1.9,null
00:01:59:760,4.749,0.496,1.9,1.9,null
00:01:59:770,4.749,0.495,1.9,1.9,null
00:01:59:780,4.749,0.495,1.9,1.9,null
00:01:59:790,4.749,0.495,1.9,1.9,null
00:01:59:800,4.749,0.495,1.9,1.9,null
00:01:59:810,4.749,0.495,1.9,1.9,null
00:01:59:820,4.749,0.495,1.9,1.9,null
00:01:59:830,4.749,0.495,1.9,1.9,null
00:01:59:840,4.749,0.495,1.9,1.9,null
00:01:59:850,4.749,0.495,1.9,1.9,null
00:01:59:860,4.749,0.495,1.9,1.9,null
00:01:59:870,4.749,0.495,1.9,1.9,null
00:01:59:880,4.749,0.495,1.9,1.9,null
00:01:59:890,4.749,0.495,1.9,1.9,null
00:01:59:900,4.749,0.495,1.9,1.9,null
00:01:59:910,4.749,0.495,1.9,1.9,null
00:01:59:920,4.749,0.495,1.9,1.9,null
00:01:59:930,4.749,0.495,1.9,1.9,null
00:01:59:940,4.749,0.495,1.9,1.9,null
00:01:59:950,4.749,0.495,1.9,1.9,null
00:01:59:960,4.749,0.495,1.9,1.9,null
00:01:59:970,4.749,0.495,1.9,1.9,null
00:01:59:980,4.749,0.495,1.9,1.9,null
00:01:59:990,4.749,0.495,1.9,1.9,null
00:02:00:000,4.749,0.495,1.9,1.9,null
00:02:00:010,4.749,0.495,1.9,1.9,null
00:02:00:020,4.749,0.495,1.9,1.9,null
00:02:00:030,4.749,0.495,1.9,1.9,null
00:02:00:040,4.749,0.495,1.9,1.9,null
00:02:00:050,4.749,0.495,1.9,1.9,null
00:02:00:060,4.749,0.495,1.9,1.9,null
00:02:00:070,4.749,0.496,1.9,1.9,null
00:02:00:080,4.749,0.496,1.9,1.9,null
00:02:00:090,4.749,0.496,1.9,1.9,null
00:02:00:100,4.749,0.496,1.9,1.9,null
00:02:00:110,4.749,0.496,1.9,1.9,null
00:02:00:120,4.749,0.496,1.9,1.9,null
00:02:00:130,4.749,0.496,1.9,1.9,null
00:02:00:140,4.749,0.496,1.9,1.9,null
00:02:00:150,4.749,0.496,1.9,1.9,null
00:02:00:160,4.749,0.496,1.9,1.9,null
00:02:00:170,4.749,0.496,1.9,1.9,null
00:02:00:180,4.749,0.496,1.9,1.9,null
00:02:00:190,4.749,0.496,1.9,1.9,null
00:02:00:200,4.749,0.496,1.9,1.9,null
00:02:00:210,4.749,0.496,1.9,1.9,null
00:02:00:220,4.749,0.496,1.9,1.9,null
00:02:00:230,4.749,0.496,1.9,1.9,null
00:02:00:240,4.749,0.496,1.9,1.9,null
00:02:00:250,4.749,0.496,1.9,1.9,null
00:02:00:260,4.749,0.496,1.9,1.9,null
00:02:00:270,4.749,0.496,1.9,1.9,null
00:02:00:280,4.749,0.496,1.9,1.9,null
00:02:00:290,4.749,0.496,1.9,1.9,null
00:02:00:300,4.749,0.496,1.9,1.9,null
00:02:00:310,4.749,0.496,1.9,1.9,null
00:02:00:320,4.749,0.496,1.9,1.9,null
00:02:00:330,4.749,0.496,1.9,1.9,null
00:02:00:340,4.749,0.496,1.9,1.9,null
00:02:00:350,4.749,0.496,1.9,1.9,null
00:02:00:360,4.749,0.496,1.9,1.9,null
00:02:00:370,4.749,0.496,1.9,1.9,null
00:02:00:380,4.749,0.496,1.9,1.9,null
00:02:00:390,4.749,0.496,1.9,1.9,null
00:02:00:400,4.749,0.496,1.9,1.9,null
00:02:00:410,4.749,0.496,1.9,1.9,null
00:02:00:420,4.749,0.496,1.9,1.9,null
00:02:00:430,4.749,0.496,1.9,1.9,null
00:02:00:440,4.749,0.496,1.9,1.9,null
00:02:00:450,4.749,0.496,1.9,1.9,null
00:02:00:460,4.749,0.496,1.9,1.9,null
00:02:00:470,4.749,0.496,1.9,1.9,null
00:02:00:480,4.749,0.496,1.9,1.9,null
00:02:00:490,4.749,0.496,1.9,1.9,null
00:02:00:500,4.749,0.496,1.9,1.9,null
00:02:00:510,4.749,0.496,1.9,1.9,null
00:02:00:520,4.749,0.496,1.9,1.9,null
00:02:00:530,4.749,0.496,1.9,1.9,null
00:02:00:540,4.749,0.496,1.9,1.9,null
00:02:00:550,4.749,0.496,1.9,1.9,null
00:02:00:560,4.749,0.496,1.9,1.9,null
00:02:00:570,4.749,0.496,1.9,1.9,null
00:02:00:580,4.749,0.496,1.9,1.9,null
00:02:00:590,4.749,0.496,1.9,1.9,null
00:02:00:600,4.749,0.496,1.9,1.9,null
00:02:00:610,4.749,0.496,1.9,1.9,null
00:02:00:620,4.749,0.496,1.9,1.9,null
00:02:00:630,4.749,0.496,1.9,1.9,null
00:02:00:640,4.749,0.496,1.9,1.9,null
00:02:00:650,4.749,0.496,1.9,1.9,null
00:02:00:660,4.749,0.496,1.9,1.9,null
00:02:00:670,4.749,0.496,1.9,1.9,null
00:02:00:680,4.749,0.496,1.9,1.9,null
00:02:00:690,4.749,0.496,1.9,1.9,null
00:02:00:700,4.749,0.496,1.9,1.9,null
00:02:00:710,4.749,0.496,1.9,1.9,null
00:02:00:720,4.749,0.496,1.9,1.9,null
00:02:00:730,4.749,0.496,1.9,1.9,null
00:02:00:740,4.749,0.496,1.9,1.9,null
00:02:00:750,4.749,0.496,1.9,1.9,null
00:02:00:760,4.749,0.496,1.9,1.9,null
00:02:00:770,4.749,0.496,1.9,1.9,null
00:02:00:780,4.749,0.496,1.9,1.9,null
00:02:00:790,4.749,0.496,1.9,1.9,null
00:02:00:800,4.749,0.496,1.9,1.9,null
00:02:00:810,4.749,0.496,1.9,1.9,null
00:02:00:820,4.749,0.496,1.9,1.9,null
00:02:00:830,4.749,0.496,1.9,1.9,null
00:02:00:840,4.749,0.496,1.9,1.9,null
00:02:00:850,4.749,0.496,1.9,1.9,null
00:02:00:860,4.749,0.496,1.9,1.9,null
00:02:00:870,4.749,0.496,1.9,1.9,null
00:02:00:880,4.749,0.496,1.9,1.9,null
00:02:00:890,4.749,0.496,1.9,1.9,null
00:02:00:900,4.749,0.496,1.9,1.9,null
00:02:00:910,4.749,0.496,1.9,1.9,null
00:02:00:920,4.749,0.496,1.9,1.9,null
00:02:00:930,4.749,0.496,1.9,1.9,null
00:02:00:940,4.749,0.496,1.9,1.9,null
00:02:00:950,4.749,0.496,1.9,1.9,null
00:02:00:960,4.749,0.496,1.9,1.9,null
00:02:00:970,4.749,0.496,1.9,1.9,null
00:02:00:980,4.749,0.496,1.9,1.9,null
00:02:00:990,4.749,0.496,1.9,1.9,null
00:02:01:000,4.749,0.496,1.9,1.9,null
00:02:01:010,4.749,0.496,1.9,1.9,null
00:02:01:020,4.749,0.496,1.9,1.9,null
00:02:01:030,4.749,0.496,1.9,1.9,null
00:02:01:040,4.749,0.496,1.9,1.9,null
00:02:01:050,4.749,0.496,1.9,1.9,null
00:02:01:060,4.749,0.496,1.9,1.9,null
00:02:01:070,4.749,0.496,1.9,1.9,null
00:02:01:080,4.749,0.496,1.9,1.9,null
00:02:01:090,4.749,0.496,1.9,1.9,null
00:02:01:100,4.749,0.496,1.9,1.9,null
00:02:01:110,4.749,0.496,1.9,1.9,null
00:02:01:120,4.749,0.496,1.9,1.9,null
00:02:01:130,4.749,0.496,1.9,1.9,null
00:02:01:140,4.749,0.496,1.9,1.9,null
00:02:01:150,4.749,0.496,1.9,1.9,null
00:02:01:160,4.749,0.496,1.9,1.9,null
00:02:01:170,4.749,0.496,1.9,1.9,null
00:02:01:180,4.749,0.496,1.9,1.9,null
00:02:01:190,4.749,0.496,1.9,1.9,null
00:02:01:200,4.749,0.496,1.9,1.9,null
00:02:01:210,4.749,0.496,1.9,1.9,null
00:02:01:220,4.749,0.496,1.9,1.9,null
00:02:01:230,4.749,0.496,1.9,1.9,null
00:02:01:240,4.749,0.496,1.9,1.9,null
00:02:01:250,4.749,0.496,1.9,1.9,null
00:02:01:260,4.749,0.496,1.9,1.9,null
00:02:01:270,4.749,0.496,1.9,1.9,null
00:02:01:280,4.749,0.496,1.9,1.9,null
00:02:01:290,4.749,0.496,1.9,1.9,null
00:02:01:300,4.749,0.496,1.9,1.9,null
00:02:01:310,4.749,0.496,1.9,1.9,null
00:02:01:320,4.749,0.496,1.9,1.9,null
00:02:01:330,4.749,0.496,1.9,1.9,null
00:02:01:340,4.749,0.496,1.9,1.9,null
00:02:01:350,4.749,0.496,1.9,1.9,null
00:02:01:360,4.749,0.496,1.9,1.9,null
00:02:01:370,4.749,0.496,1.9,1.9,null
00:02:01:380,4.749,0.496,1.9,1.9,null
00:02:01:390,4.749,0.496,1.9,1.9,null
00:02:01:400,4.749,0.496,1.9,1.9,null
00:02:01:410,4.749,0.496,1.9,1.9,null
00:02:01:420,4.749,0.496,1.9,1.9,null
00:02:01:430,4.749,0.496,1.9,1.9,null
00:02:01:440,4.749,0.496,1.9,1.9,null
00:02:01:450,4.749,0.496,1.9,1.9,null
00:02:01:460,4.749,0.496,1.9,1.9,null
00:02:01:470,4.749,0.496,1.9,1.9,null
00:02:01:480,4.749,0.496,1.9,1.9,null
00:02:01:490,4.749,0.496,1.9,1.9,null
00:02:01:500,4.749,0.496,1.9,1.9,null
00:02:01:510,4.749,0.496,1.9,1.9,null
00:02:01:520,4.749,0.496,1.9,1.9,null
00:02:01:530,4.749,0.496,1.9,1.9,null
00:02:01:540,4.749,0.496,1.9,1.9,null
00:02:01:550,4.749,0.496,1.9,1.9,null
00:02:01:560,4.749,0.496,1.9,1.9,null
00:02:01:570,4.749,0.496,1.9,1.9,null
00:02:01:580,4.749,0.496,1.9,1.9,null
00:02:01:590,4.749,0.496,1.9,1.9,null
00:02:01:600,4.749,0.496,1.9,1.9,null
00:02:01:610,4.749,0.496,1.9,1.9,null
00:02:01:620,4.749,0.496,1.9,1.9,null
00:02:01:630,4.749,0.496,1.9,1.9,null
00:02:01:640,4.749,0.496,1.9,1.9,null
00:02:01:650,4.749,0.496,1.9,1.9,null
00:02:01:660,4.749,0.496,1.9,1.9,null
00:02:01:670,4.749,0.496,1.9,1.9,null
00:02:01:680,4.749,0.496,1.9,1.9,null
00:02:01:690,4.749,0.496,1.9,1.9,null
00:02:01:700,4.749,0.496,1.9,1.9,null
00:02:01:710,4.749,0.496,1.9,1.9,null
00:02:01:720,4.749,0.496,1.9,1.9,null
00:02:01:730,4.749,0.496,1.9,1.9,null
00:02:01:740,4.749,0.496,1.9,1.9,null
00:02:01:750,4.749,0.496,1.9,1.9,null
00:02:01:760,4.749,0.496,1.9,1.9,null
