??(h:m:s:ms),??(V),??(A),D+(V),D-(V),????
00:05:50:220,4.748,0.498,1.9,1.9,null
00:05:50:230,4.748,0.498,1.9,1.9,null
00:05:50:240,4.748,0.498,1.9,1.9,null
00:05:50:250,4.748,0.498,1.9,1.9,null
00:05:50:260,4.748,0.498,1.9,1.9,null
00:05:50:270,4.748,0.498,1.9,1.9,null
00:05:50:280,4.748,0.498,1.9,1.9,null
00:05:50:290,4.748,0.498,1.9,1.9,null
00:05:50:300,4.748,0.498,1.9,1.9,null
00:05:50:310,4.748,0.498,1.9,1.9,null
00:05:50:320,4.748,0.498,1.9,1.9,null
00:05:50:330,4.748,0.498,1.9,1.9,null
00:05:50:340,4.748,0.498,1.9,1.9,null
00:05:50:350,4.748,0.498,1.9,1.9,null
00:05:50:360,4.748,0.498,1.9,1.9,null
00:05:50:370,4.748,0.498,1.9,1.9,null
00:05:50:380,4.748,0.498,1.9,1.9,null
00:05:50:390,4.748,0.498,1.9,1.9,null
00:05:50:400,4.748,0.498,1.9,1.9,null
00:05:50:410,4.748,0.498,1.9,1.9,null
00:05:50:420,4.748,0.498,1.9,1.9,null
00:05:50:430,4.748,0.498,1.9,1.9,null
00:05:50:440,4.748,0.498,1.9,1.9,null
00:05:50:450,4.748,0.498,1.9,1.9,null
00:05:50:460,4.748,0.498,1.9,1.9,null
00:05:50:470,4.748,0.498,1.9,1.9,null
00:05:50:480,4.748,0.498,1.9,1.9,null
00:05:50:490,4.748,0.498,1.9,1.9,null
00:05:50:500,4.748,0.498,1.9,1.9,null
00:05:50:510,4.748,0.498,1.9,1.9,null
00:05:50:520,4.748,0.498,1.9,1.9,null
00:05:50:530,4.748,0.498,1.9,1.9,null
00:05:50:540,4.748,0.498,1.9,1.9,null
00:05:50:550,4.748,0.498,1.9,1.9,null
00:05:50:560,4.748,0.498,1.9,1.9,null
00:05:50:570,4.748,0.498,1.9,1.9,null
00:05:50:580,4.748,0.498,1.9,1.9,null
00:05:50:590,4.748,0.498,1.9,1.9,null
00:05:50:600,4.748,0.498,1.9,1.9,null
00:05:50:610,4.748,0.498,1.9,1.9,null
00:05:50:620,4.748,0.498,1.9,1.9,null
00:05:50:630,4.748,0.498,1.9,1.9,null
00:05:50:640,4.748,0.498,1.9,1.9,null
00:05:50:650,4.748,0.498,1.9,1.9,null
00:05:50:660,4.748,0.498,1.9,1.9,null
00:05:50:670,4.748,0.498,1.9,1.9,null
00:05:50:680,4.748,0.498,1.9,1.9,null
00:05:50:690,4.748,0.498,1.9,1.9,null
00:05:50:700,4.748,0.498,1.9,1.9,null
00:05:50:710,4.748,0.498,1.9,1.9,null
00:05:50:720,4.748,0.498,1.9,1.9,null
00:05:50:730,4.748,0.498,1.9,1.9,null
00:05:50:740,4.748,0.498,1.9,1.9,null
00:05:50:750,4.748,0.498,1.9,1.9,null
00:05:50:760,4.748,0.498,1.9,1.9,null
00:05:50:770,4.748,0.498,1.9,1.9,null
00:05:50:780,4.748,0.498,1.9,1.9,null
00:05:50:790,4.748,0.498,1.9,1.9,null
00:05:50:800,4.748,0.498,1.9,1.9,null
00:05:50:810,4.748,0.498,1.9,1.9,null
00:05:50:820,4.748,0.498,1.9,1.9,null
00:05:50:830,4.748,0.498,1.9,1.9,null
00:05:50:840,4.748,0.498,1.9,1.9,null
00:05:50:850,4.748,0.498,1.9,1.9,null
00:05:50:860,4.748,0.498,1.9,1.9,null
00:05:50:870,4.748,0.498,1.9,1.9,null
00:05:50:880,4.748,0.498,1.9,1.9,null
00:05:50:890,4.748,0.498,1.9,1.9,null
00:05:50:900,4.748,0.498,1.9,1.9,null
00:05:50:910,4.748,0.498,1.9,1.9,null
00:05:50:920,4.748,0.498,1.9,1.9,null
00:05:50:930,4.748,0.498,1.9,1.9,null
00:05:50:940,4.748,0.498,1.9,1.9,null
00:05:50:950,4.748,0.498,1.9,1.9,null
00:05:50:960,4.748,0.498,1.9,1.9,null
00:05:50:970,4.748,0.498,1.9,1.9,null
00:05:50:980,4.748,0.497,1.9,1.9,null
00:05:50:990,4.748,0.497,1.9,1.9,null
00:05:51:000,4.748,0.497,1.9,1.9,null
00:05:51:010,4.748,0.497,1.9,1.9,null
00:05:51:020,4.748,0.497,1.9,1.9,null
00:05:51:030,4.748,0.497,1.9,1.9,null
00:05:51:040,4.748,0.497,1.9,1.9,null
00:05:51:050,4.748,0.497,1.9,1.9,null
00:05:51:060,4.748,0.497,1.9,1.9,null
00:05:51:070,4.748,0.497,1.9,1.9,null
00:05:51:080,4.748,0.497,1.9,1.9,null
00:05:51:090,4.748,0.497,1.9,1.9,null
00:05:51:100,4.748,0.497,1.9,1.9,null
00:05:51:110,4.748,0.497,1.9,1.9,null
00:05:51:120,4.748,0.497,1.9,1.9,null
00:05:51:130,4.748,0.497,1.9,1.9,null
00:05:51:140,4.748,0.497,1.9,1.9,null
00:05:51:150,4.748,0.497,1.9,1.9,null
00:05:51:160,4.748,0.497,1.9,1.9,null
00:05:51:170,4.748,0.497,1.9,1.9,null
00:05:51:180,4.748,0.497,1.9,1.9,null
00:05:51:190,4.748,0.497,1.9,1.9,null
00:05:51:200,4.748,0.497,1.9,1.9,null
00:05:51:210,4.748,0.497,1.9,1.9,null
00:05:51:220,4.748,0.497,1.9,1.9,null
00:05:51:230,4.748,0.497,1.9,1.9,null
00:05:51:240,4.748,0.497,1.9,1.9,null
00:05:51:250,4.748,0.497,1.9,1.9,null
00:05:51:260,4.748,0.497,1.9,1.9,null
00:05:51:270,4.748,0.497,1.9,1.9,null
00:05:51:280,4.749,0.497,1.9,1.9,null
00:05:51:290,4.749,0.497,1.9,1.9,null
00:05:51:300,4.749,0.497,1.9,1.9,null
00:05:51:310,4.749,0.497,1.9,1.9,null
00:05:51:320,4.749,0.497,1.9,1.9,null
00:05:51:330,4.749,0.497,1.9,1.9,null
00:05:51:340,4.749,0.497,1.9,1.9,null
00:05:51:350,4.749,0.497,1.9,1.9,null
00:05:51:360,4.749,0.497,1.9,1.9,null
00:05:51:370,4.749,0.497,1.9,1.9,null
00:05:51:380,4.749,0.497,1.9,1.9,null
00:05:51:390,4.749,0.497,1.9,1.9,null
00:05:51:400,4.749,0.497,1.9,1.9,null
00:05:51:410,4.749,0.497,1.9,1.9,null
00:05:51:420,4.749,0.497,1.9,1.9,null
00:05:51:430,4.749,0.497,1.9,1.9,null
00:05:51:440,4.749,0.497,1.9,1.9,null
00:05:51:450,4.749,0.497,1.9,1.9,null
00:05:51:460,4.749,0.497,1.9,1.9,null
00:05:51:470,4.749,0.497,1.9,1.9,null
00:05:51:480,4.749,0.497,1.9,1.9,null
00:05:51:490,4.749,0.497,1.9,1.9,null
00:05:51:500,4.749,0.497,1.9,1.9,null
00:05:51:510,4.749,0.497,1.9,1.9,null
00:05:51:520,4.749,0.497,1.9,1.9,null
00:05:51:530,4.749,0.497,1.9,1.9,null
00:05:51:540,4.749,0.497,1.9,1.9,null
00:05:51:550,4.749,0.497,1.9,1.9,null
00:05:51:560,4.749,0.497,1.9,1.9,null
00:05:51:570,4.749,0.497,1.9,1.9,null
00:05:51:580,4.749,0.498,1.9,1.9,null
00:05:51:590,4.749,0.498,1.9,1.9,null
00:05:51:600,4.749,0.498,1.9,1.9,null
00:05:51:610,4.749,0.498,1.9,1.9,null
00:05:51:620,4.749,0.498,1.9,1.9,null
00:05:51:630,4.749,0.498,1.9,1.9,null
00:05:51:640,4.749,0.498,1.9,1.9,null
00:05:51:650,4.749,0.498,1.9,1.9,null
00:05:51:660,4.749,0.498,1.9,1.9,null
00:05:51:670,4.749,0.498,1.9,1.9,null
00:05:51:680,4.749,0.498,1.9,1.9,null
00:05:51:690,4.749,0.498,1.9,1.9,null
00:05:51:700,4.749,0.498,1.9,1.9,null
00:05:51:710,4.749,0.498,1.9,1.9,null
00:05:51:720,4.749,0.498,1.9,1.9,null
00:05:51:730,4.749,0.498,1.9,1.9,null
00:05:51:740,4.749,0.498,1.9,1.9,null
00:05:51:750,4.749,0.498,1.9,1.9,null
00:05:51:760,4.749,0.498,1.9,1.9,null
00:05:51:770,4.749,0.498,1.9,1.9,null
00:05:51:780,4.749,0.498,1.9,1.9,null
00:05:51:790,4.749,0.498,1.9,1.9,null
00:05:51:800,4.749,0.498,1.9,1.9,null
00:05:51:810,4.749,0.498,1.9,1.9,null
00:05:51:820,4.749,0.498,1.9,1.9,null
00:05:51:830,4.749,0.498,1.9,1.9,null
00:05:51:840,4.749,0.498,1.9,1.9,null
00:05:51:850,4.749,0.498,1.9,1.9,null
00:05:51:860,4.749,0.498,1.9,1.9,null
00:05:51:870,4.749,0.498,1.9,1.9,null
00:05:51:880,4.749,0.499,1.9,1.9,null
00:05:51:890,4.749,0.499,1.9,1.9,null
00:05:51:900,4.749,0.499,1.9,1.9,null
00:05:51:910,4.749,0.499,1.9,1.9,null
00:05:51:920,4.749,0.499,1.9,1.9,null
00:05:51:930,4.749,0.499,1.9,1.9,null
00:05:51:940,4.749,0.499,1.9,1.9,null
00:05:51:950,4.749,0.499,1.9,1.9,null
00:05:51:960,4.749,0.499,1.9,1.9,null
00:05:51:970,4.749,0.499,1.9,1.9,null
00:05:51:980,4.749,0.499,1.9,1.9,null
00:05:51:990,4.749,0.499,1.9,1.9,null
00:05:52:000,4.749,0.499,1.9,1.9,null
00:05:52:010,4.749,0.499,1.9,1.9,null
00:05:52:020,4.749,0.499,1.9,1.9,null
00:05:52:030,4.749,0.499,1.9,1.9,null
00:05:52:040,4.749,0.499,1.9,1.9,null
00:05:52:050,4.749,0.499,1.9,1.9,null
00:05:52:060,4.749,0.499,1.9,1.9,null
00:05:52:070,4.749,0.499,1.9,1.9,null
00:05:52:080,4.749,0.499,1.9,1.9,null
00:05:52:090,4.749,0.499,1.9,1.9,null
00:05:52:100,4.749,0.499,1.9,1.9,null
00:05:52:110,4.749,0.499,1.9,1.9,null
00:05:52:120,4.749,0.499,1.9,1.9,null
00:05:52:130,4.749,0.499,1.9,1.9,null
00:05:52:140,4.749,0.499,1.9,1.9,null
00:05:52:150,4.749,0.499,1.9,1.9,null
00:05:52:160,4.749,0.499,1.9,1.9,null
00:05:52:170,4.749,0.499,1.9,1.9,null
00:05:52:180,4.749,0.498,1.9,1.9,null
00:05:52:190,4.749,0.498,1.9,1.9,null
00:05:52:200,4.749,0.498,1.9,1.9,null
00:05:52:210,4.749,0.498,1.9,1.9,null
00:05:52:220,4.749,0.498,1.9,1.9,null
00:05:52:230,4.749,0.498,1.9,1.9,null
00:05:52:240,4.749,0.498,1.9,1.9,null
00:05:52:250,4.749,0.498,1.9,1.9,null
00:05:52:260,4.749,0.498,1.9,1.9,null
00:05:52:270,4.749,0.498,1.9,1.9,null
00:05:52:280,4.749,0.498,1.9,1.9,null
00:05:52:290,4.749,0.498,1.9,1.9,null
00:05:52:300,4.749,0.498,1.9,1.9,null
00:05:52:310,4.749,0.498,1.9,1.9,null
00:05:52:320,4.749,0.498,1.9,1.9,null
00:05:52:330,4.749,0.498,1.9,1.9,null
00:05:52:340,4.749,0.498,1.9,1.9,null
00:05:52:350,4.749,0.498,1.9,1.9,null
00:05:52:360,4.749,0.498,1.9,1.9,null
00:05:52:370,4.749,0.498,1.9,1.9,null
00:05:52:380,4.749,0.498,1.9,1.9,null
00:05:52:390,4.749,0.498,1.9,1.9,null
00:05:52:400,4.749,0.498,1.9,1.9,null
00:05:52:410,4.749,0.498,1.9,1.9,null
00:05:52:420,4.749,0.498,1.9,1.9,null
00:05:52:430,4.749,0.498,1.9,1.9,null
00:05:52:440,4.749,0.498,1.9,1.9,null
00:05:52:450,4.749,0.498,1.9,1.9,null
00:05:52:460,4.749,0.498,1.9,1.9,null
00:05:52:470,4.749,0.498,1.9,1.9,null
00:05:52:480,4.748,0.499,1.9,1.9,null
00:05:52:490,4.748,0.499,1.9,1.9,null
00:05:52:500,4.748,0.499,1.9,1.9,null
00:05:52:510,4.748,0.499,1.9,1.9,null
00:05:52:520,4.748,0.499,1.9,1.9,null
00:05:52:530,4.748,0.499,1.9,1.9,null
00:05:52:540,4.748,0.499,1.9,1.9,null
00:05:52:550,4.748,0.499,1.9,1.9,null
00:05:52:560,4.748,0.499,1.9,1.9,null
00:05:52:570,4.748,0.499,1.9,1.9,null
00:05:52:580,4.748,0.499,1.9,1.9,null
00:05:52:590,4.748,0.499,1.9,1.9,null
00:05:52:600,4.748,0.499,1.9,1.9,null
00:05:52:610,4.748,0.499,1.9,1.9,null
00:05:52:620,4.748,0.499,1.9,1.9,null
00:05:52:630,4.748,0.499,1.9,1.9,null
00:05:52:640,4.748,0.499,1.9,1.9,null
00:05:52:650,4.748,0.499,1.9,1.9,null
00:05:52:660,4.748,0.499,1.9,1.9,null
00:05:52:670,4.748,0.499,1.9,1.9,null
00:05:52:680,4.748,0.499,1.9,1.9,null
00:05:52:690,4.748,0.499,1.9,1.9,null
00:05:52:700,4.748,0.499,1.9,1.9,null
00:05:52:710,4.748,0.499,1.9,1.9,null
00:05:52:720,4.748,0.499,1.9,1.9,null
00:05:52:730,4.748,0.499,1.9,1.9,null
00:05:52:740,4.748,0.499,1.9,1.9,null
00:05:52:750,4.748,0.499,1.9,1.9,null
00:05:52:760,4.748,0.499,1.9,1.9,null
00:05:52:770,4.748,0.499,1.9,1.9,null
00:05:52:780,4.749,0.498,1.9,1.9,null
00:05:52:790,4.749,0.498,1.9,1.9,null
00:05:52:800,4.749,0.498,1.9,1.9,null
00:05:52:810,4.749,0.498,1.9,1.9,null
00:05:52:820,4.749,0.498,1.9,1.9,null
00:05:52:830,4.749,0.498,1.9,1.9,null
00:05:52:840,4.749,0.498,1.9,1.9,null
00:05:52:850,4.749,0.498,1.9,1.9,null
00:05:52:860,4.749,0.498,1.9,1.9,null
00:05:52:870,4.749,0.498,1.9,1.9,null
00:05:52:880,4.749,0.498,1.9,1.9,null
00:05:52:890,4.749,0.498,1.9,1.9,null
00:05:52:900,4.749,0.498,1.9,1.9,null
00:05:52:910,4.749,0.498,1.9,1.9,null
00:05:52:920,4.749,0.498,1.9,1.9,null
00:05:52:930,4.749,0.498,1.9,1.9,null
00:05:52:940,4.749,0.498,1.9,1.9,null
00:05:52:950,4.749,0.498,1.9,1.9,null
00:05:52:960,4.749,0.498,1.9,1.9,null
00:05:52:970,4.749,0.498,1.9,1.9,null
00:05:52:980,4.749,0.498,1.9,1.9,null
00:05:52:990,4.749,0.498,1.9,1.9,null
00:05:53:000,4.749,0.498,1.9,1.9,null
00:05:53:010,4.749,0.498,1.9,1.9,null
00:05:53:020,4.749,0.498,1.9,1.9,null
00:05:53:030,4.749,0.498,1.9,1.9,null
00:05:53:040,4.749,0.498,1.9,1.9,null
00:05:53:050,4.749,0.498,1.9,1.9,null
00:05:53:060,4.749,0.498,1.9,1.9,null
00:05:53:070,4.749,0.498,1.9,1.9,null
00:05:53:080,4.749,0.498,1.9,1.9,null
00:05:53:090,4.749,0.498,1.9,1.9,null
00:05:53:100,4.749,0.498,1.9,1.9,null
00:05:53:110,4.749,0.498,1.9,1.9,null
00:05:53:120,4.749,0.498,1.9,1.9,null
00:05:53:130,4.749,0.498,1.9,1.9,null
00:05:53:140,4.749,0.498,1.9,1.9,null
00:05:53:150,4.749,0.498,1.9,1.9,null
00:05:53:160,4.749,0.498,1.9,1.9,null
00:05:53:170,4.749,0.498,1.9,1.9,null
00:05:53:180,4.749,0.498,1.9,1.9,null
00:05:53:190,4.749,0.498,1.9,1.9,null
00:05:53:200,4.749,0.498,1.9,1.9,null
00:05:53:210,4.749,0.498,1.9,1.9,null
00:05:53:220,4.749,0.498,1.9,1.9,null
00:05:53:230,4.749,0.498,1.9,1.9,null
00:05:53:240,4.749,0.498,1.9,1.9,null
00:05:53:250,4.749,0.498,1.9,1.9,null
00:05:53:260,4.749,0.498,1.9,1.9,null
00:05:53:270,4.749,0.498,1.9,1.9,null
00:05:53:280,4.749,0.498,1.9,1.9,null
00:05:53:290,4.749,0.498,1.9,1.9,null
00:05:53:300,4.749,0.498,1.9,1.9,null
00:05:53:310,4.749,0.498,1.9,1.9,null
00:05:53:320,4.749,0.498,1.9,1.9,null
00:05:53:330,4.749,0.498,1.9,1.9,null
00:05:53:340,4.749,0.498,1.9,1.9,null
00:05:53:350,4.749,0.498,1.9,1.9,null
00:05:53:360,4.749,0.498,1.9,1.9,null
00:05:53:370,4.749,0.498,1.9,1.9,null
00:05:53:380,4.749,0.498,1.9,1.9,null
00:05:53:390,4.749,0.497,1.9,1.9,null
00:05:53:400,4.749,0.497,1.9,1.9,null
00:05:53:410,4.749,0.497,1.9,1.9,null
00:05:53:420,4.749,0.497,1.9,1.9,null
00:05:53:430,4.749,0.497,1.9,1.9,null
00:05:53:440,4.749,0.497,1.9,1.9,null
00:05:53:450,4.749,0.497,1.9,1.9,null
00:05:53:460,4.749,0.497,1.9,1.9,null
00:05:53:470,4.749,0.497,1.9,1.9,null
00:05:53:480,4.749,0.497,1.9,1.9,null
00:05:53:490,4.749,0.497,1.9,1.9,null
00:05:53:500,4.749,0.497,1.9,1.9,null
00:05:53:510,4.749,0.497,1.9,1.9,null
00:05:53:520,4.749,0.497,1.9,1.9,null
00:05:53:530,4.749,0.497,1.9,1.9,null
00:05:53:540,4.749,0.497,1.9,1.9,null
00:05:53:550,4.749,0.497,1.9,1.9,null
00:05:53:560,4.749,0.497,1.9,1.9,null
00:05:53:570,4.749,0.497,1.9,1.9,null
00:05:53:580,4.749,0.497,1.9,1.9,null
00:05:53:590,4.749,0.497,1.9,1.9,null
00:05:53:600,4.749,0.497,1.9,1.9,null
00:05:53:610,4.749,0.497,1.9,1.9,null
00:05:53:620,4.749,0.497,1.9,1.9,null
00:05:53:630,4.749,0.497,1.9,1.9,null
00:05:53:640,4.749,0.497,1.9,1.9,null
00:05:53:650,4.749,0.497,1.9,1.9,null
00:05:53:660,4.749,0.497,1.9,1.9,null
00:05:53:670,4.749,0.497,1.9,1.9,null
00:05:53:680,4.749,0.497,1.9,1.9,null
00:05:53:690,4.749,0.498,1.9,1.9,null
00:05:53:700,4.749,0.498,1.9,1.9,null
00:05:53:710,4.749,0.498,1.9,1.9,null
00:05:53:720,4.749,0.498,1.9,1.9,null
00:05:53:730,4.749,0.498,1.9,1.9,null
00:05:53:740,4.749,0.498,1.9,1.9,null
00:05:53:750,4.749,0.498,1.9,1.9,null
00:05:53:760,4.749,0.498,1.9,1.9,null
00:05:53:770,4.749,0.498,1.9,1.9,null
00:05:53:780,4.749,0.498,1.9,1.9,null
00:05:53:790,4.749,0.498,1.9,1.9,null
00:05:53:800,4.749,0.498,1.9,1.9,null
00:05:53:810,4.749,0.498,1.9,1.9,null
00:05:53:820,4.749,0.498,1.9,1.9,null
00:05:53:830,4.749,0.498,1.9,1.9,null
00:05:53:840,4.749,0.498,1.9,1.9,null
00:05:53:850,4.749,0.498,1.9,1.9,null
00:05:53:860,4.749,0.498,1.9,1.9,null
00:05:53:870,4.749,0.498,1.9,1.9,null
00:05:53:880,4.749,0.498,1.9,1.9,null
00:05:53:890,4.749,0.498,1.9,1.9,null
00:05:53:900,4.749,0.498,1.9,1.9,null
00:05:53:910,4.749,0.498,1.9,1.9,null
00:05:53:920,4.749,0.498,1.9,1.9,null
00:05:53:930,4.749,0.498,1.9,1.9,null
00:05:53:940,4.749,0.498,1.9,1.9,null
00:05:53:950,4.749,0.498,1.9,1.9,null
00:05:53:960,4.749,0.498,1.9,1.9,null
00:05:53:970,4.749,0.498,1.9,1.9,null
00:05:53:980,4.749,0.498,1.9,1.9,null
00:05:53:990,4.748,0.499,1.9,1.9,null
00:05:54:000,4.748,0.499,1.9,1.9,null
00:05:54:010,4.748,0.499,1.9,1.9,null
00:05:54:020,4.748,0.499,1.9,1.9,null
00:05:54:030,4.748,0.499,1.9,1.9,null
00:05:54:040,4.748,0.499,1.9,1.9,null
00:05:54:050,4.748,0.499,1.9,1.9,null
00:05:54:060,4.748,0.499,1.9,1.9,null
00:05:54:070,4.748,0.499,1.9,1.9,null
00:05:54:080,4.748,0.499,1.9,1.9,null
00:05:54:090,4.748,0.499,1.9,1.9,null
00:05:54:100,4.748,0.499,1.9,1.9,null
00:05:54:110,4.748,0.499,1.9,1.9,null
00:05:54:120,4.748,0.499,1.9,1.9,null
00:05:54:130,4.748,0.499,1.9,1.9,null
00:05:54:140,4.748,0.499,1.9,1.9,null
00:05:54:150,4.748,0.499,1.9,1.9,null
00:05:54:160,4.748,0.499,1.9,1.9,null
00:05:54:170,4.748,0.499,1.9,1.9,null
00:05:54:180,4.748,0.499,1.9,1.9,null
00:05:54:190,4.748,0.499,1.9,1.9,null
00:05:54:200,4.748,0.499,1.9,1.9,null
00:05:54:210,4.748,0.499,1.9,1.9,null
00:05:54:220,4.748,0.499,1.9,1.9,null
00:05:54:230,4.748,0.499,1.9,1.9,null
00:05:54:240,4.748,0.499,1.9,1.9,null
00:05:54:250,4.748,0.499,1.9,1.9,null
00:05:54:260,4.748,0.499,1.9,1.9,null
00:05:54:270,4.748,0.499,1.9,1.9,null
00:05:54:280,4.748,0.499,1.9,1.9,null
00:05:54:290,4.748,0.502,1.9,1.9,null
00:05:54:300,4.748,0.502,1.9,1.9,null
00:05:54:310,4.748,0.502,1.9,1.9,null
00:05:54:320,4.748,0.502,1.9,1.9,null
00:05:54:330,4.748,0.502,1.9,1.9,null
00:05:54:340,4.748,0.502,1.9,1.9,null
00:05:54:350,4.748,0.502,1.9,1.9,null
00:05:54:360,4.748,0.502,1.9,1.9,null
00:05:54:370,4.748,0.502,1.9,1.9,null
00:05:54:380,4.748,0.502,1.9,1.9,null
00:05:54:390,4.748,0.502,1.9,1.9,null
00:05:54:400,4.748,0.502,1.9,1.9,null
00:05:54:410,4.748,0.502,1.9,1.9,null
00:05:54:420,4.748,0.502,1.9,1.9,null
00:05:54:430,4.748,0.502,1.9,1.9,null
00:05:54:440,4.748,0.502,1.9,1.9,null
00:05:54:450,4.748,0.502,1.9,1.9,null
00:05:54:460,4.748,0.502,1.9,1.9,null
00:05:54:470,4.748,0.502,1.9,1.9,null
00:05:54:480,4.748,0.502,1.9,1.9,null
00:05:54:490,4.748,0.502,1.9,1.9,null
00:05:54:500,4.748,0.502,1.9,1.9,null
00:05:54:510,4.748,0.502,1.9,1.9,null
00:05:54:520,4.748,0.502,1.9,1.9,null
00:05:54:530,4.748,0.502,1.9,1.9,null
00:05:54:540,4.748,0.502,1.9,1.9,null
00:05:54:550,4.748,0.502,1.9,1.9,null
00:05:54:560,4.748,0.502,1.9,1.9,null
00:05:54:570,4.748,0.502,1.9,1.9,null
00:05:54:580,4.748,0.502,1.9,1.9,null
00:05:54:590,4.748,0.501,1.9,1.9,null
00:05:54:600,4.748,0.501,1.9,1.9,null
00:05:54:610,4.748,0.501,1.9,1.9,null
00:05:54:620,4.748,0.501,1.9,1.9,null
00:05:54:630,4.748,0.501,1.9,1.9,null
00:05:54:640,4.748,0.501,1.9,1.9,null
00:05:54:650,4.748,0.501,1.9,1.9,null
00:05:54:660,4.748,0.501,1.9,1.9,null
00:05:54:670,4.748,0.501,1.9,1.9,null
00:05:54:680,4.748,0.501,1.9,1.9,null
00:05:54:690,4.748,0.501,1.9,1.9,null
00:05:54:700,4.748,0.501,1.9,1.9,null
00:05:54:710,4.748,0.501,1.9,1.9,null
00:05:54:720,4.748,0.501,1.9,1.9,null
00:05:54:730,4.748,0.501,1.9,1.9,null
00:05:54:740,4.748,0.501,1.9,1.9,null
00:05:54:750,4.748,0.501,1.9,1.9,null
00:05:54:760,4.748,0.501,1.9,1.9,null
00:05:54:770,4.748,0.501,1.9,1.9,null
00:05:54:780,4.748,0.501,1.9,1.9,null
00:05:54:790,4.748,0.501,1.9,1.9,null
00:05:54:800,4.748,0.501,1.9,1.9,null
00:05:54:810,4.748,0.501,1.9,1.9,null
00:05:54:820,4.748,0.501,1.9,1.9,null
00:05:54:830,4.748,0.501,1.9,1.9,null
00:05:54:840,4.748,0.501,1.9,1.9,null
00:05:54:850,4.748,0.501,1.9,1.9,null
00:05:54:860,4.748,0.501,1.9,1.9,null
00:05:54:870,4.748,0.501,1.9,1.9,null
00:05:54:880,4.748,0.501,1.9,1.9,null
00:05:54:890,4.748,0.502,1.9,1.9,null
00:05:54:900,4.748,0.502,1.9,1.9,null
00:05:54:910,4.748,0.502,1.9,1.9,null
00:05:54:920,4.748,0.502,1.9,1.9,null
00:05:54:930,4.748,0.502,1.9,1.9,null
00:05:54:940,4.748,0.502,1.9,1.9,null
00:05:54:950,4.748,0.502,1.9,1.9,null
00:05:54:960,4.748,0.502,1.9,1.9,null
00:05:54:970,4.748,0.502,1.9,1.9,null
00:05:54:980,4.748,0.502,1.9,1.9,null
00:05:54:990,4.748,0.502,1.9,1.9,null
00:05:55:000,4.748,0.502,1.9,1.9,null
00:05:55:010,4.748,0.502,1.9,1.9,null
00:05:55:020,4.748,0.502,1.9,1.9,null
00:05:55:030,4.748,0.502,1.9,1.9,null
00:05:55:040,4.748,0.502,1.9,1.9,null
00:05:55:050,4.748,0.502,1.9,1.9,null
00:05:55:060,4.748,0.502,1.9,1.9,null
00:05:55:070,4.748,0.502,1.9,1.9,null
00:05:55:080,4.748,0.502,1.9,1.9,null
00:05:55:090,4.748,0.502,1.9,1.9,null
00:05:55:100,4.748,0.502,1.9,1.9,null
00:05:55:110,4.748,0.502,1.9,1.9,null
00:05:55:120,4.748,0.502,1.9,1.9,null
00:05:55:130,4.748,0.502,1.9,1.9,null
00:05:55:140,4.748,0.502,1.9,1.9,null
00:05:55:150,4.748,0.502,1.9,1.9,null
00:05:55:160,4.748,0.502,1.9,1.9,null
00:05:55:170,4.748,0.502,1.9,1.9,null
00:05:55:180,4.748,0.502,1.9,1.9,null
00:05:55:190,4.748,0.499,1.9,1.9,null
00:05:55:200,4.748,0.499,1.9,1.9,null
00:05:55:210,4.748,0.499,1.9,1.9,null
00:05:55:220,4.748,0.499,1.9,1.9,null
00:05:55:230,4.748,0.499,1.9,1.9,null
00:05:55:240,4.748,0.499,1.9,1.9,null
00:05:55:250,4.748,0.499,1.9,1.9,null
00:05:55:260,4.748,0.499,1.9,1.9,null
00:05:55:270,4.748,0.499,1.9,1.9,null
00:05:55:280,4.748,0.499,1.9,1.9,null
00:05:55:290,4.748,0.499,1.9,1.9,null
00:05:55:300,4.748,0.499,1.9,1.9,null
00:05:55:310,4.748,0.499,1.9,1.9,null
00:05:55:320,4.748,0.499,1.9,1.9,null
00:05:55:330,4.748,0.499,1.9,1.9,null
00:05:55:340,4.748,0.499,1.9,1.9,null
00:05:55:350,4.748,0.499,1.9,1.9,null
00:05:55:360,4.748,0.499,1.9,1.9,null
00:05:55:370,4.748,0.499,1.9,1.9,null
00:05:55:380,4.748,0.499,1.9,1.9,null
00:05:55:390,4.748,0.499,1.9,1.9,null
00:05:55:400,4.748,0.499,1.9,1.9,null
00:05:55:410,4.748,0.499,1.9,1.9,null
00:05:55:420,4.748,0.499,1.9,1.9,null
00:05:55:430,4.748,0.499,1.9,1.9,null
00:05:55:440,4.748,0.499,1.9,1.9,null
00:05:55:450,4.748,0.499,1.9,1.9,null
00:05:55:460,4.748,0.499,1.9,1.9,null
00:05:55:470,4.748,0.499,1.9,1.9,null
00:05:55:480,4.748,0.499,1.9,1.9,null
00:05:55:490,4.748,0.498,1.9,1.9,null
00:05:55:500,4.748,0.498,1.9,1.9,null
00:05:55:510,4.748,0.498,1.9,1.9,null
00:05:55:520,4.748,0.498,1.9,1.9,null
00:05:55:530,4.748,0.498,1.9,1.9,null
00:05:55:540,4.748,0.498,1.9,1.9,null
00:05:55:550,4.748,0.498,1.9,1.9,null
00:05:55:560,4.748,0.498,1.9,1.9,null
00:05:55:570,4.748,0.498,1.9,1.9,null
00:05:55:580,4.748,0.498,1.9,1.9,null
