??(h:m:s:ms),??(V),??(A),D+(V),D-(V),????
00:04:38:910,4.748,0.497,1.9,1.9,null
00:04:38:920,4.748,0.497,1.9,1.9,null
00:04:38:930,4.748,0.497,1.9,1.9,null
00:04:38:940,4.748,0.497,1.9,1.9,null
00:04:38:950,4.748,0.497,1.9,1.9,null
00:04:38:960,4.748,0.497,1.9,1.9,null
00:04:38:970,4.748,0.498,1.9,1.9,null
00:04:38:980,4.748,0.498,1.9,1.9,null
00:04:38:990,4.748,0.498,1.9,1.9,null
00:04:39:000,4.748,0.498,1.9,1.9,null
00:04:39:010,4.748,0.498,1.9,1.9,null
00:04:39:020,4.748,0.498,1.9,1.9,null
00:04:39:030,4.748,0.498,1.9,1.9,null
00:04:39:040,4.748,0.498,1.9,1.9,null
00:04:39:050,4.748,0.498,1.9,1.9,null
00:04:39:060,4.748,0.498,1.9,1.9,null
00:04:39:070,4.748,0.498,1.9,1.9,null
00:04:39:080,4.748,0.498,1.9,1.9,null
00:04:39:090,4.748,0.498,1.9,1.9,null
00:04:39:100,4.748,0.498,1.9,1.9,null
00:04:39:110,4.748,0.498,1.9,1.9,null
00:04:39:120,4.748,0.498,1.9,1.9,null
00:04:39:130,4.748,0.498,1.9,1.9,null
00:04:39:140,4.748,0.498,1.9,1.9,null
00:04:39:150,4.748,0.498,1.9,1.9,null
00:04:39:160,4.748,0.498,1.9,1.9,null
00:04:39:170,4.748,0.498,1.9,1.9,null
00:04:39:180,4.748,0.498,1.9,1.9,null
00:04:39:190,4.748,0.498,1.9,1.9,null
00:04:39:200,4.748,0.498,1.9,1.9,null
00:04:39:210,4.748,0.498,1.9,1.9,null
00:04:39:220,4.748,0.498,1.9,1.9,null
00:04:39:230,4.748,0.498,1.9,1.9,null
00:04:39:240,4.748,0.498,1.9,1.9,null
00:04:39:250,4.748,0.498,1.9,1.9,null
00:04:39:260,4.748,0.498,1.9,1.9,null
00:04:39:270,4.748,0.498,1.9,1.9,null
00:04:39:280,4.748,0.498,1.9,1.9,null
00:04:39:290,4.748,0.498,1.9,1.9,null
00:04:39:300,4.748,0.498,1.9,1.9,null
00:04:39:310,4.748,0.498,1.9,1.9,null
00:04:39:320,4.748,0.498,1.9,1.9,null
00:04:39:330,4.748,0.498,1.9,1.9,null
00:04:39:340,4.748,0.498,1.9,1.9,null
00:04:39:350,4.748,0.498,1.9,1.9,null
00:04:39:360,4.748,0.498,1.9,1.9,null
00:04:39:370,4.748,0.498,1.9,1.9,null
00:04:39:380,4.748,0.498,1.9,1.9,null
00:04:39:390,4.748,0.498,1.9,1.9,null
00:04:39:400,4.748,0.498,1.9,1.9,null
00:04:39:410,4.748,0.498,1.9,1.9,null
00:04:39:420,4.748,0.498,1.9,1.9,null
00:04:39:430,4.748,0.498,1.9,1.9,null
00:04:39:440,4.748,0.498,1.9,1.9,null
00:04:39:450,4.748,0.498,1.9,1.9,null
00:04:39:460,4.748,0.498,1.9,1.9,null
00:04:39:470,4.748,0.498,1.9,1.9,null
00:04:39:480,4.748,0.498,1.9,1.9,null
00:04:39:490,4.748,0.498,1.9,1.9,null
00:04:39:500,4.748,0.498,1.9,1.9,null
00:04:39:510,4.748,0.498,1.9,1.9,null
00:04:39:520,4.748,0.498,1.9,1.9,null
00:04:39:530,4.748,0.498,1.9,1.9,null
00:04:39:540,4.748,0.498,1.9,1.9,null
00:04:39:550,4.748,0.498,1.9,1.9,null
00:04:39:560,4.748,0.498,1.9,1.9,null
00:04:39:570,4.748,0.497,1.9,1.9,null
00:04:39:580,4.748,0.497,1.9,1.9,null
00:04:39:590,4.748,0.497,1.9,1.9,null
00:04:39:600,4.748,0.497,1.9,1.9,null
00:04:39:610,4.748,0.497,1.9,1.9,null
00:04:39:620,4.748,0.497,1.9,1.9,null
00:04:39:630,4.748,0.497,1.9,1.9,null
00:04:39:640,4.748,0.497,1.9,1.9,null
00:04:39:650,4.748,0.497,1.9,1.9,null
00:04:39:660,4.748,0.497,1.9,1.9,null
00:04:39:670,4.748,0.497,1.9,1.9,null
00:04:39:680,4.748,0.497,1.9,1.9,null
00:04:39:690,4.748,0.497,1.9,1.9,null
00:04:39:700,4.748,0.497,1.9,1.9,null
00:04:39:710,4.748,0.497,1.9,1.9,null
00:04:39:720,4.748,0.497,1.9,1.9,null
00:04:39:730,4.748,0.497,1.9,1.9,null
00:04:39:740,4.748,0.497,1.9,1.9,null
00:04:39:750,4.748,0.497,1.9,1.9,null
00:04:39:760,4.748,0.497,1.9,1.9,null
00:04:39:770,4.748,0.497,1.9,1.9,null
00:04:39:780,4.748,0.497,1.9,1.9,null
00:04:39:790,4.748,0.497,1.9,1.9,null
00:04:39:800,4.748,0.497,1.9,1.9,null
00:04:39:810,4.748,0.497,1.9,1.9,null
00:04:39:820,4.748,0.497,1.9,1.9,null
00:04:39:830,4.748,0.497,1.9,1.9,null
00:04:39:840,4.748,0.497,1.9,1.9,null
00:04:39:850,4.748,0.497,1.9,1.9,null
00:04:39:860,4.748,0.497,1.9,1.9,null
00:04:39:870,4.748,0.497,1.9,1.9,null
00:04:39:880,4.748,0.497,1.9,1.9,null
00:04:39:890,4.748,0.497,1.9,1.9,null
00:04:39:900,4.748,0.497,1.9,1.9,null
00:04:39:910,4.748,0.497,1.9,1.9,null
00:04:39:920,4.748,0.497,1.9,1.9,null
00:04:39:930,4.748,0.497,1.9,1.9,null
00:04:39:940,4.748,0.497,1.9,1.9,null
00:04:39:950,4.748,0.497,1.9,1.9,null
00:04:39:960,4.748,0.497,1.9,1.9,null
00:04:39:970,4.748,0.497,1.9,1.9,null
00:04:39:980,4.748,0.497,1.9,1.9,null
00:04:39:990,4.748,0.497,1.9,1.9,null
00:04:40:000,4.748,0.497,1.9,1.9,null
00:04:40:010,4.748,0.497,1.9,1.9,null
00:04:40:020,4.748,0.497,1.9,1.9,null
00:04:40:030,4.748,0.497,1.9,1.9,null
00:04:40:040,4.748,0.497,1.9,1.9,null
00:04:40:050,4.748,0.497,1.9,1.9,null
00:04:40:060,4.748,0.497,1.9,1.9,null
00:04:40:070,4.748,0.497,1.9,1.9,null
00:04:40:080,4.748,0.497,1.9,1.9,null
00:04:40:090,4.748,0.497,1.9,1.9,null
00:04:40:100,4.748,0.497,1.9,1.9,null
00:04:40:110,4.748,0.497,1.9,1.9,null
00:04:40:120,4.748,0.497,1.9,1.9,null
00:04:40:130,4.748,0.497,1.9,1.9,null
00:04:40:140,4.748,0.497,1.9,1.9,null
00:04:40:150,4.748,0.497,1.9,1.9,null
00:04:40:160,4.748,0.497,1.9,1.9,null
00:04:40:170,4.749,0.497,1.9,1.9,null
00:04:40:180,4.749,0.497,1.9,1.9,null
00:04:40:190,4.749,0.497,1.9,1.9,null
00:04:40:200,4.749,0.497,1.9,1.9,null
00:04:40:210,4.749,0.497,1.9,1.9,null
00:04:40:220,4.749,0.497,1.9,1.9,null
00:04:40:230,4.749,0.497,1.9,1.9,null
00:04:40:240,4.749,0.497,1.9,1.9,null
00:04:40:250,4.749,0.497,1.9,1.9,null
00:04:40:260,4.749,0.497,1.9,1.9,null
00:04:40:270,4.749,0.497,1.9,1.9,null
00:04:40:280,4.749,0.497,1.9,1.9,null
00:04:40:290,4.749,0.497,1.9,1.9,null
00:04:40:300,4.749,0.497,1.9,1.9,null
00:04:40:310,4.749,0.497,1.9,1.9,null
00:04:40:320,4.749,0.497,1.9,1.9,null
00:04:40:330,4.749,0.497,1.9,1.9,null
00:04:40:340,4.749,0.497,1.9,1.9,null
00:04:40:350,4.749,0.497,1.9,1.9,null
00:04:40:360,4.749,0.497,1.9,1.9,null
00:04:40:370,4.749,0.497,1.9,1.9,null
00:04:40:380,4.749,0.497,1.9,1.9,null
00:04:40:390,4.749,0.497,1.9,1.9,null
00:04:40:400,4.749,0.497,1.9,1.9,null
00:04:40:410,4.749,0.497,1.9,1.9,null
00:04:40:420,4.749,0.497,1.9,1.9,null
00:04:40:430,4.749,0.497,1.9,1.9,null
00:04:40:440,4.749,0.497,1.9,1.9,null
00:04:40:450,4.749,0.497,1.9,1.9,null
00:04:40:460,4.749,0.497,1.9,1.9,null
00:04:40:470,4.749,0.497,1.9,1.9,null
00:04:40:480,4.749,0.497,1.9,1.9,null
00:04:40:490,4.749,0.497,1.9,1.9,null
00:04:40:500,4.749,0.497,1.9,1.9,null
00:04:40:510,4.749,0.497,1.9,1.9,null
00:04:40:520,4.749,0.497,1.9,1.9,null
00:04:40:530,4.749,0.497,1.9,1.9,null
00:04:40:540,4.749,0.497,1.9,1.9,null
00:04:40:550,4.749,0.497,1.9,1.9,null
00:04:40:560,4.749,0.497,1.9,1.9,null
00:04:40:570,4.749,0.497,1.9,1.9,null
00:04:40:580,4.749,0.497,1.9,1.9,null
00:04:40:590,4.749,0.497,1.9,1.9,null
00:04:40:600,4.749,0.497,1.9,1.9,null
00:04:40:610,4.749,0.497,1.9,1.9,null
00:04:40:620,4.749,0.497,1.9,1.9,null
00:04:40:630,4.749,0.497,1.9,1.9,null
00:04:40:640,4.749,0.497,1.9,1.9,null
00:04:40:650,4.749,0.497,1.9,1.9,null
00:04:40:660,4.749,0.497,1.9,1.9,null
00:04:40:670,4.749,0.497,1.9,1.9,null
00:04:40:680,4.749,0.497,1.9,1.9,null
00:04:40:690,4.749,0.497,1.9,1.9,null
00:04:40:700,4.749,0.497,1.9,1.9,null
00:04:40:710,4.749,0.497,1.9,1.9,null
00:04:40:720,4.749,0.497,1.9,1.9,null
00:04:40:730,4.749,0.497,1.9,1.9,null
00:04:40:740,4.749,0.497,1.9,1.9,null
00:04:40:750,4.749,0.497,1.9,1.9,null
00:04:40:760,4.749,0.497,1.9,1.9,null
00:04:40:770,4.749,0.497,1.9,1.9,null
00:04:40:780,4.748,0.498,1.9,1.9,null
00:04:40:790,4.748,0.498,1.9,1.9,null
00:04:40:800,4.748,0.498,1.9,1.9,null
00:04:40:810,4.748,0.498,1.9,1.9,null
00:04:40:820,4.748,0.498,1.9,1.9,null
00:04:40:830,4.748,0.498,1.9,1.9,null
00:04:40:840,4.748,0.498,1.9,1.9,null
00:04:40:850,4.748,0.498,1.9,1.9,null
00:04:40:860,4.748,0.498,1.9,1.9,null
00:04:40:870,4.748,0.498,1.9,1.9,null
00:04:40:880,4.748,0.498,1.9,1.9,null
00:04:40:890,4.748,0.498,1.9,1.9,null
00:04:40:900,4.748,0.498,1.9,1.9,null
00:04:40:910,4.748,0.498,1.9,1.9,null
00:04:40:920,4.748,0.498,1.9,1.9,null
00:04:40:930,4.748,0.498,1.9,1.9,null
00:04:40:940,4.748,0.498,1.9,1.9,null
00:04:40:950,4.748,0.498,1.9,1.9,null
00:04:40:960,4.748,0.498,1.9,1.9,null
00:04:40:970,4.748,0.498,1.9,1.9,null
00:04:40:980,4.748,0.498,1.9,1.9,null
00:04:40:990,4.748,0.498,1.9,1.9,null
00:04:41:000,4.748,0.498,1.9,1.9,null
00:04:41:010,4.748,0.498,1.9,1.9,null
00:04:41:020,4.748,0.498,1.9,1.9,null
00:04:41:030,4.748,0.498,1.9,1.9,null
00:04:41:040,4.748,0.498,1.9,1.9,null
00:04:41:050,4.748,0.498,1.9,1.9,null
00:04:41:060,4.748,0.498,1.9,1.9,null
00:04:41:070,4.748,0.498,1.9,1.9,null
00:04:41:080,4.749,0.498,1.9,1.9,null
00:04:41:090,4.749,0.498,1.9,1.9,null
00:04:41:100,4.749,0.498,1.9,1.9,null
00:04:41:110,4.749,0.498,1.9,1.9,null
00:04:41:120,4.749,0.498,1.9,1.9,null
00:04:41:130,4.749,0.498,1.9,1.9,null
00:04:41:140,4.749,0.498,1.9,1.9,null
00:04:41:150,4.749,0.498,1.9,1.9,null
00:04:41:160,4.749,0.498,1.9,1.9,null
00:04:41:170,4.749,0.498,1.9,1.9,null
00:04:41:180,4.749,0.498,1.9,1.9,null
00:04:41:190,4.749,0.498,1.9,1.9,null
00:04:41:200,4.749,0.498,1.9,1.9,null
00:04:41:210,4.749,0.498,1.9,1.9,null
00:04:41:220,4.749,0.498,1.9,1.9,null
00:04:41:230,4.749,0.498,1.9,1.9,null
00:04:41:240,4.749,0.498,1.9,1.9,null
00:04:41:250,4.749,0.498,1.9,1.9,null
00:04:41:260,4.749,0.498,1.9,1.9,null
00:04:41:270,4.749,0.498,1.9,1.9,null
00:04:41:280,4.749,0.498,1.9,1.9,null
00:04:41:290,4.749,0.498,1.9,1.9,null
00:04:41:300,4.749,0.498,1.9,1.9,null
00:04:41:310,4.749,0.498,1.9,1.9,null
00:04:41:320,4.749,0.498,1.9,1.9,null
00:04:41:330,4.749,0.498,1.9,1.9,null
00:04:41:340,4.749,0.498,1.9,1.9,null
00:04:41:350,4.749,0.498,1.9,1.9,null
00:04:41:360,4.749,0.498,1.9,1.9,null
00:04:41:370,4.749,0.498,1.9,1.9,null
00:04:41:380,4.748,0.498,1.9,1.9,null
00:04:41:390,4.748,0.498,1.9,1.9,null
00:04:41:400,4.748,0.498,1.9,1.9,null
00:04:41:410,4.748,0.498,1.9,1.9,null
00:04:41:420,4.748,0.498,1.9,1.9,null
00:04:41:430,4.748,0.498,1.9,1.9,null
00:04:41:440,4.748,0.498,1.9,1.9,null
00:04:41:450,4.748,0.498,1.9,1.9,null
00:04:41:460,4.748,0.498,1.9,1.9,null
00:04:41:470,4.748,0.498,1.9,1.9,null
00:04:41:480,4.748,0.498,1.9,1.9,null
00:04:41:490,4.748,0.498,1.9,1.9,null
00:04:41:500,4.748,0.498,1.9,1.9,null
00:04:41:510,4.748,0.498,1.9,1.9,null
00:04:41:520,4.748,0.498,1.9,1.9,null
00:04:41:530,4.748,0.498,1.9,1.9,null
00:04:41:540,4.748,0.498,1.9,1.9,null
00:04:41:550,4.748,0.498,1.9,1.9,null
00:04:41:560,4.748,0.498,1.9,1.9,null
00:04:41:570,4.748,0.498,1.9,1.9,null
00:04:41:580,4.748,0.498,1.9,1.9,null
00:04:41:590,4.748,0.498,1.9,1.9,null
00:04:41:600,4.748,0.498,1.9,1.9,null
00:04:41:610,4.748,0.498,1.9,1.9,null
00:04:41:620,4.748,0.498,1.9,1.9,null
00:04:41:630,4.748,0.498,1.9,1.9,null
00:04:41:640,4.748,0.498,1.9,1.9,null
00:04:41:650,4.748,0.498,1.9,1.9,null
00:04:41:660,4.748,0.498,1.9,1.9,null
00:04:41:670,4.748,0.498,1.9,1.9,null
00:04:41:680,4.748,0.497,1.9,1.9,null
00:04:41:690,4.748,0.497,1.9,1.9,null
00:04:41:700,4.748,0.497,1.9,1.9,null
00:04:41:710,4.748,0.497,1.9,1.9,null
00:04:41:720,4.748,0.497,1.9,1.9,null
00:04:41:730,4.748,0.497,1.9,1.9,null
00:04:41:740,4.748,0.497,1.9,1.9,null
00:04:41:750,4.748,0.497,1.9,1.9,null
00:04:41:760,4.748,0.497,1.9,1.9,null
00:04:41:770,4.748,0.497,1.9,1.9,null
00:04:41:780,4.748,0.497,1.9,1.9,null
00:04:41:790,4.748,0.497,1.9,1.9,null
00:04:41:800,4.748,0.497,1.9,1.9,null
00:04:41:810,4.748,0.497,1.9,1.9,null
00:04:41:820,4.748,0.497,1.9,1.9,null
00:04:41:830,4.748,0.497,1.9,1.9,null
00:04:41:840,4.748,0.497,1.9,1.9,null
00:04:41:850,4.748,0.497,1.9,1.9,null
00:04:41:860,4.748,0.497,1.9,1.9,null
00:04:41:870,4.748,0.497,1.9,1.9,null
00:04:41:880,4.748,0.497,1.9,1.9,null
00:04:41:890,4.748,0.497,1.9,1.9,null
00:04:41:900,4.748,0.497,1.9,1.9,null
00:04:41:910,4.748,0.497,1.9,1.9,null
00:04:41:920,4.748,0.497,1.9,1.9,null
00:04:41:930,4.748,0.497,1.9,1.9,null
00:04:41:940,4.748,0.497,1.9,1.9,null
00:04:41:950,4.748,0.497,1.9,1.9,null
00:04:41:960,4.748,0.497,1.9,1.9,null
00:04:41:970,4.748,0.497,1.9,1.9,null
00:04:41:980,4.749,0.497,1.9,1.9,null
00:04:41:990,4.749,0.497,1.9,1.9,null
00:04:42:000,4.749,0.497,1.9,1.9,null
00:04:42:010,4.749,0.497,1.9,1.9,null
00:04:42:020,4.749,0.497,1.9,1.9,null
00:04:42:030,4.749,0.497,1.9,1.9,null
00:04:42:040,4.749,0.497,1.9,1.9,null
00:04:42:050,4.749,0.497,1.9,1.9,null
00:04:42:060,4.749,0.497,1.9,1.9,null
00:04:42:070,4.749,0.497,1.9,1.9,null
00:04:42:080,4.749,0.497,1.9,1.9,null
00:04:42:090,4.749,0.497,1.9,1.9,null
00:04:42:100,4.749,0.497,1.9,1.9,null
00:04:42:110,4.749,0.497,1.9,1.9,null
00:04:42:120,4.749,0.497,1.9,1.9,null
00:04:42:130,4.749,0.497,1.9,1.9,null
00:04:42:140,4.749,0.497,1.9,1.9,null
00:04:42:150,4.749,0.497,1.9,1.9,null
00:04:42:160,4.749,0.497,1.9,1.9,null
00:04:42:170,4.749,0.497,1.9,1.9,null
00:04:42:180,4.749,0.497,1.9,1.9,null
00:04:42:190,4.749,0.497,1.9,1.9,null
00:04:42:200,4.749,0.497,1.9,1.9,null
00:04:42:210,4.749,0.497,1.9,1.9,null
00:04:42:220,4.749,0.497,1.9,1.9,null
00:04:42:230,4.749,0.497,1.9,1.9,null
00:04:42:240,4.749,0.497,1.9,1.9,null
00:04:42:250,4.749,0.497,1.9,1.9,null
00:04:42:260,4.749,0.497,1.9,1.9,null
00:04:42:270,4.749,0.497,1.9,1.9,null
00:04:42:280,4.749,0.497,1.9,1.9,null
00:04:42:290,4.749,0.497,1.9,1.9,null
00:04:42:300,4.749,0.497,1.9,1.9,null
00:04:42:310,4.749,0.497,1.9,1.9,null
00:04:42:320,4.749,0.497,1.9,1.9,null
00:04:42:330,4.749,0.497,1.9,1.9,null
00:04:42:340,4.749,0.497,1.9,1.9,null
00:04:42:350,4.749,0.497,1.9,1.9,null
00:04:42:360,4.749,0.497,1.9,1.9,null
00:04:42:370,4.749,0.497,1.9,1.9,null
00:04:42:380,4.749,0.497,1.9,1.9,null
00:04:42:390,4.749,0.497,1.9,1.9,null
00:04:42:400,4.749,0.497,1.9,1.9,null
00:04:42:410,4.749,0.497,1.9,1.9,null
00:04:42:420,4.749,0.497,1.9,1.9,null
00:04:42:430,4.749,0.497,1.9,1.9,null
00:04:42:440,4.749,0.497,1.9,1.9,null
00:04:42:450,4.749,0.497,1.9,1.9,null
00:04:42:460,4.749,0.497,1.9,1.9,null
00:04:42:470,4.749,0.497,1.9,1.9,null
00:04:42:480,4.749,0.497,1.9,1.9,null
00:04:42:490,4.749,0.497,1.9,1.9,null
00:04:42:500,4.749,0.497,1.9,1.9,null
00:04:42:510,4.749,0.497,1.9,1.9,null
00:04:42:520,4.749,0.497,1.9,1.9,null
00:04:42:530,4.749,0.497,1.9,1.9,null
00:04:42:540,4.749,0.497,1.9,1.9,null
00:04:42:550,4.749,0.497,1.9,1.9,null
00:04:42:560,4.749,0.497,1.9,1.9,null
00:04:42:570,4.749,0.497,1.9,1.9,null
00:04:42:580,4.748,0.497,1.9,1.9,null
00:04:42:590,4.748,0.497,1.9,1.9,null
00:04:42:600,4.748,0.497,1.9,1.9,null
00:04:42:610,4.748,0.497,1.9,1.9,null
00:04:42:620,4.748,0.497,1.9,1.9,null
00:04:42:630,4.748,0.497,1.9,1.9,null
00:04:42:640,4.748,0.497,1.9,1.9,null
00:04:42:650,4.748,0.497,1.9,1.9,null
00:04:42:660,4.748,0.497,1.9,1.9,null
00:04:42:670,4.748,0.497,1.9,1.9,null
00:04:42:680,4.748,0.497,1.9,1.9,null
00:04:42:690,4.748,0.497,1.9,1.9,null
00:04:42:700,4.748,0.497,1.9,1.9,null
00:04:42:710,4.748,0.497,1.9,1.9,null
00:04:42:720,4.748,0.497,1.9,1.9,null
00:04:42:730,4.748,0.497,1.9,1.9,null
00:04:42:740,4.748,0.497,1.9,1.9,null
00:04:42:750,4.748,0.497,1.9,1.9,null
00:04:42:760,4.748,0.497,1.9,1.9,null
00:04:42:770,4.748,0.497,1.9,1.9,null
00:04:42:780,4.748,0.497,1.9,1.9,null
00:04:42:790,4.748,0.497,1.9,1.9,null
00:04:42:800,4.748,0.497,1.9,1.9,null
00:04:42:810,4.748,0.497,1.9,1.9,null
00:04:42:820,4.748,0.497,1.9,1.9,null
00:04:42:830,4.748,0.497,1.9,1.9,null
00:04:42:840,4.748,0.497,1.9,1.9,null
00:04:42:850,4.748,0.497,1.9,1.9,null
00:04:42:860,4.748,0.497,1.9,1.9,null
00:04:42:870,4.748,0.497,1.9,1.9,null
00:04:42:880,4.748,0.498,1.9,1.9,null
00:04:42:890,4.748,0.498,1.9,1.9,null
00:04:42:900,4.748,0.498,1.9,1.9,null
00:04:42:910,4.748,0.498,1.9,1.9,null
00:04:42:920,4.748,0.498,1.9,1.9,null
00:04:42:930,4.748,0.498,1.9,1.9,null
00:04:42:940,4.748,0.498,1.9,1.9,null
00:04:42:950,4.748,0.498,1.9,1.9,null
00:04:42:960,4.748,0.498,1.9,1.9,null
00:04:42:970,4.748,0.498,1.9,1.9,null
00:04:42:980,4.748,0.498,1.9,1.9,null
00:04:42:990,4.748,0.498,1.9,1.9,null
00:04:43:000,4.748,0.498,1.9,1.9,null
00:04:43:010,4.748,0.498,1.9,1.9,null
00:04:43:020,4.748,0.498,1.9,1.9,null
00:04:43:030,4.748,0.498,1.9,1.9,null
00:04:43:040,4.748,0.498,1.9,1.9,null
00:04:43:050,4.748,0.498,1.9,1.9,null
00:04:43:060,4.748,0.498,1.9,1.9,null
00:04:43:070,4.748,0.498,1.9,1.9,null
00:04:43:080,4.748,0.498,1.9,1.9,null
00:04:43:090,4.748,0.498,1.9,1.9,null
00:04:43:100,4.748,0.498,1.9,1.9,null
00:04:43:110,4.748,0.498,1.9,1.9,null
00:04:43:120,4.748,0.498,1.9,1.9,null
00:04:43:130,4.748,0.498,1.9,1.9,null
00:04:43:140,4.748,0.498,1.9,1.9,null
00:04:43:150,4.748,0.498,1.9,1.9,null
00:04:43:160,4.748,0.498,1.9,1.9,null
00:04:43:170,4.748,0.498,1.9,1.9,null
00:04:43:180,4.748,0.498,1.9,1.9,null
00:04:43:190,4.748,0.498,1.9,1.9,null
00:04:43:200,4.748,0.498,1.9,1.9,null
00:04:43:210,4.748,0.498,1.9,1.9,null
00:04:43:220,4.748,0.498,1.9,1.9,null
00:04:43:230,4.748,0.498,1.9,1.9,null
00:04:43:240,4.748,0.498,1.9,1.9,null
00:04:43:250,4.748,0.498,1.9,1.9,null
00:04:43:260,4.748,0.498,1.9,1.9,null
00:04:43:270,4.748,0.498,1.9,1.9,null
00:04:43:280,4.748,0.498,1.9,1.9,null
00:04:43:290,4.748,0.498,1.9,1.9,null
00:04:43:300,4.748,0.498,1.9,1.9,null
00:04:43:310,4.748,0.498,1.9,1.9,null
00:04:43:320,4.748,0.498,1.9,1.9,null
00:04:43:330,4.748,0.498,1.9,1.9,null
00:04:43:340,4.748,0.498,1.9,1.9,null
00:04:43:350,4.748,0.498,1.9,1.9,null
00:04:43:360,4.748,0.498,1.9,1.9,null
00:04:43:370,4.748,0.498,1.9,1.9,null
00:04:43:380,4.748,0.498,1.9,1.9,null
00:04:43:390,4.748,0.498,1.9,1.9,null
00:04:43:400,4.748,0.498,1.9,1.9,null
00:04:43:410,4.748,0.498,1.9,1.9,null
00:04:43:420,4.748,0.498,1.9,1.9,null
00:04:43:430,4.748,0.498,1.9,1.9,null
00:04:43:440,4.748,0.498,1.9,1.9,null
00:04:43:450,4.748,0.498,1.9,1.9,null
00:04:43:460,4.748,0.498,1.9,1.9,null
00:04:43:470,4.748,0.498,1.9,1.9,null
00:04:43:480,4.748,0.498,1.9,1.9,null
00:04:43:490,4.748,0.497,1.9,1.9,null
00:04:43:500,4.748,0.497,1.9,1.9,null
00:04:43:510,4.748,0.497,1.9,1.9,null
00:04:43:520,4.748,0.497,1.9,1.9,null
00:04:43:530,4.748,0.497,1.9,1.9,null
00:04:43:540,4.748,0.497,1.9,1.9,null
00:04:43:550,4.748,0.497,1.9,1.9,null
00:04:43:560,4.748,0.497,1.9,1.9,null
00:04:43:570,4.748,0.497,1.9,1.9,null
00:04:43:580,4.748,0.497,1.9,1.9,null
00:04:43:590,4.748,0.497,1.9,1.9,null
00:04:43:600,4.748,0.497,1.9,1.9,null
00:04:43:610,4.748,0.497,1.9,1.9,null
00:04:43:620,4.748,0.497,1.9,1.9,null
00:04:43:630,4.748,0.497,1.9,1.9,null
00:04:43:640,4.748,0.497,1.9,1.9,null
00:04:43:650,4.748,0.497,1.9,1.9,null
00:04:43:660,4.748,0.497,1.9,1.9,null
00:04:43:670,4.748,0.497,1.9,1.9,null
00:04:43:680,4.748,0.497,1.9,1.9,null
00:04:43:690,4.748,0.497,1.9,1.9,null
00:04:43:700,4.748,0.497,1.9,1.9,null
00:04:43:710,4.748,0.497,1.9,1.9,null
00:04:43:720,4.748,0.497,1.9,1.9,null
00:04:43:730,4.748,0.497,1.9,1.9,null
00:04:43:740,4.748,0.497,1.9,1.9,null
00:04:43:750,4.748,0.497,1.9,1.9,null
00:04:43:760,4.748,0.497,1.9,1.9,null
00:04:43:770,4.748,0.497,1.9,1.9,null
00:04:43:780,4.748,0.497,1.9,1.9,null
00:04:43:790,4.748,0.498,1.9,1.9,null
00:04:43:800,4.748,0.498,1.9,1.9,null
00:04:43:810,4.748,0.498,1.9,1.9,null
00:04:43:820,4.748,0.498,1.9,1.9,null
00:04:43:830,4.748,0.498,1.9,1.9,null
00:04:43:840,4.748,0.498,1.9,1.9,null
00:04:43:850,4.748,0.498,1.9,1.9,null
00:04:43:860,4.748,0.498,1.9,1.9,null
00:04:43:870,4.748,0.498,1.9,1.9,null
00:04:43:880,4.748,0.498,1.9,1.9,null
00:04:43:890,4.748,0.498,1.9,1.9,null
00:04:43:900,4.748,0.498,1.9,1.9,null
00:04:43:910,4.748,0.498,1.9,1.9,null
00:04:43:920,4.748,0.498,1.9,1.9,null
00:04:43:930,4.748,0.498,1.9,1.9,null
00:04:43:940,4.748,0.498,1.9,1.9,null
00:04:43:950,4.748,0.498,1.9,1.9,null
00:04:43:960,4.748,0.498,1.9,1.9,null
00:04:43:970,4.748,0.498,1.9,1.9,null
00:04:43:980,4.748,0.498,1.9,1.9,null
00:04:43:990,4.748,0.498,1.9,1.9,null
00:04:44:000,4.748,0.498,1.9,1.9,null
00:04:44:010,4.748,0.498,1.9,1.9,null
00:04:44:020,4.748,0.498,1.9,1.9,null
00:04:44:030,4.748,0.498,1.9,1.9,null
00:04:44:040,4.748,0.498,1.9,1.9,null
00:04:44:050,4.748,0.498,1.9,1.9,null
00:04:44:060,4.748,0.498,1.9,1.9,null
00:04:44:070,4.748,0.498,1.9,1.9,null
00:04:44:080,4.748,0.498,1.9,1.9,null
00:04:44:090,4.748,0.498,1.9,1.9,null
00:04:44:100,4.748,0.498,1.9,1.9,null
00:04:44:110,4.748,0.498,1.9,1.9,null
00:04:44:120,4.748,0.498,1.9,1.9,null
00:04:44:130,4.748,0.498,1.9,1.9,null
00:04:44:140,4.748,0.498,1.9,1.9,null
00:04:44:150,4.748,0.498,1.9,1.9,null
00:04:44:160,4.748,0.498,1.9,1.9,null
00:04:44:170,4.748,0.498,1.9,1.9,null
00:04:44:180,4.748,0.498,1.9,1.9,null
00:04:44:190,4.748,0.498,1.9,1.9,null
00:04:44:200,4.748,0.498,1.9,1.9,null
00:04:44:210,4.748,0.498,1.9,1.9,null
00:04:44:220,4.748,0.498,1.9,1.9,null
00:04:44:230,4.748,0.498,1.9,1.9,null
00:04:44:240,4.748,0.498,1.9,1.9,null
00:04:44:250,4.748,0.498,1.9,1.9,null
00:04:44:260,4.748,0.498,1.9,1.9,null
00:04:44:270,4.748,0.498,1.9,1.9,null
